variable_name,data_group,variable1,variable1_definition,variable2,variable2_definition,code1,code1_definition,code2,code2_definition
TRANTIME_GRADEATT_6,ACS Person,GRADEATT,GRADEATT reports the grade or level of recent schooling for people who attended regular school or college at the time of interview,TRANTIME,"TRANTIME reports the total amount of time, in minutes, that it usually took the respondent to get from home to work last week.",6,College undergraduate,Mean,Average
TRANTIME_GRADEATT_7,ACS Person,GRADEATT,GRADEATT reports the grade or level of recent schooling for people who attended regular school or college at the time of interview,TRANTIME,"TRANTIME reports the total amount of time, in minutes, that it usually took the respondent to get from home to work last week.",7,Graduate or professional school,Mean,Average
TRANTIME_RACE1_B,ACS Person,RACE1,RACE1,TRANTIME,"TRANTIME reports the total amount of time, in minutes, that it usually took the respondent to get from home to work last week.",B,Non-Hispanic Black,Mean,Average
TRANTIME_RACE1_H,ACS Person,RACE1,RACE1,TRANTIME,"TRANTIME reports the total amount of time, in minutes, that it usually took the respondent to get from home to work last week.",H,Hispanic,Mean,Average
TRANTIME_RACE1_O,ACS Person,RACE1,RACE1,TRANTIME,"TRANTIME reports the total amount of time, in minutes, that it usually took the respondent to get from home to work last week.",O,Other,Mean,Average
TRANTIME_RACE1_W,ACS Person,RACE1,RACE1,TRANTIME,"TRANTIME reports the total amount of time, in minutes, that it usually took the respondent to get from home to work last week.",W,Non-Hispanic White,Mean,Average
TRANTIME_SCHLTYPE1_No_NA,ACS Person,SCHLTYPE1,SCHLTYPE indicates whether respondents attending school were enrolled in a public or a private school. Re-coded from SCHLTYPE,TRANTIME,"TRANTIME reports the total amount of time, in minutes, that it usually took the respondent to get from home to work last week.",No_NA,N/A or not enrolled,Mean,Average
TRANTIME_SCHLTYPE1_Private,ACS Person,SCHLTYPE1,SCHLTYPE indicates whether respondents attending school were enrolled in a public or a private school. Re-coded from SCHLTYPE,TRANTIME,"TRANTIME reports the total amount of time, in minutes, that it usually took the respondent to get from home to work last week.",Private,Private school,Mean,Average
TRANTIME_SCHLTYPE1_Public,ACS Person,SCHLTYPE1,SCHLTYPE indicates whether respondents attending school were enrolled in a public or a private school. Re-coded from SCHLTYPE,TRANTIME,"TRANTIME reports the total amount of time, in minutes, that it usually took the respondent to get from home to work last week.",Public,Public school,Mean,Average
TRANTIME_SEX_1,ACS Person,SEX,SEX is a personal variable that indicates whether the respondent is male or female.,TRANTIME,"TRANTIME reports the total amount of time, in minutes, that it usually took the respondent to get from home to work last week.",1,Male,Mean,Average
TRANTIME_SEX_2,ACS Person,SEX,SEX is a personal variable that indicates whether the respondent is male or female.,TRANTIME,"TRANTIME reports the total amount of time, in minutes, that it usually took the respondent to get from home to work last week.",2,Female,Mean,Average
TRANTIME_SPEAKENG1_NA,ACS Person,SPEAKENG1,SPEAKENG indicates whether the respondent speaks only English at home.Re-coded from SPEAKENG,TRANTIME,"TRANTIME reports the total amount of time, in minutes, that it usually took the respondent to get from home to work last week.",NA,NA,Mean,Average
TRANTIME_SPEAKENG1_No,ACS Person,SPEAKENG1,SPEAKENG indicates whether the respondent speaks only English at home.Re-coded from SPEAKENG,TRANTIME,"TRANTIME reports the total amount of time, in minutes, that it usually took the respondent to get from home to work last week.",No,No,Mean,Average
TRANTIME_SPEAKENG1_Yes,ACS Person,SPEAKENG1,SPEAKENG indicates whether the respondent speaks only English at home.Re-coded from SPEAKENG,TRANTIME,"TRANTIME reports the total amount of time, in minutes, that it usually took the respondent to get from home to work last week.",Yes,Yes,Mean,Average
TRANTIME_TRANWORK1_50,ACS Person,TRANWORK1,TRANWORK reports the respondent's primary means of transportation to work over the course of the previous week. Re-coded.,TRANTIME,"TRANTIME reports the total amount of time, in minutes, that it usually took the respondent to get from home to work last week.",50,Walked only,Mean,Average
TRANTIME_TRANWORK1_Auto,ACS Person,TRANWORK1,TRANWORK reports the respondent's primary means of transportation to work over the course of the previous week. Re-coded.,TRANTIME,"TRANTIME reports the total amount of time, in minutes, that it usually took the respondent to get from home to work last week.",Auto,Automobile,Mean,Average
TRANTIME_TRANWORK1_Bus,ACS Person,TRANWORK1,TRANWORK reports the respondent's primary means of transportation to work over the course of the previous week. Re-coded.,TRANTIME,"TRANTIME reports the total amount of time, in minutes, that it usually took the respondent to get from home to work last week.",Bus,Bus,Mean,Average
TRANTIME_TRANWORK1_NA,ACS Person,TRANWORK1,TRANWORK reports the respondent's primary means of transportation to work over the course of the previous week. Re-coded.,TRANTIME,"TRANTIME reports the total amount of time, in minutes, that it usually took the respondent to get from home to work last week.",NA,N/A,Mean,Average
TRANTIME_TRANWORK1_Other,ACS Person,TRANWORK1,TRANWORK reports the respondent's primary means of transportation to work over the course of the previous week. Re-coded.,TRANTIME,"TRANTIME reports the total amount of time, in minutes, that it usually took the respondent to get from home to work last week.",Other,Other,Mean,Average
TRANTIME_TRANWORK1_Subway,ACS Person,TRANWORK1,TRANWORK reports the respondent's primary means of transportation to work over the course of the previous week. Re-coded.,TRANTIME,"TRANTIME reports the total amount of time, in minutes, that it usually took the respondent to get from home to work last week.",Subway,Subway or elevated,Mean,Average
TRANTIME_TRANWORK1_WFH,ACS Person,TRANWORK1,TRANWORK reports the respondent's primary means of transportation to work over the course of the previous week. Re-coded.,TRANTIME,"TRANTIME reports the total amount of time, in minutes, that it usually took the respondent to get from home to work last week.",WFH,Worked at home,Mean,Average
TRANTIME_VETSTAT_0,ACS Person,VETSTAT,VETSTAT indicates whether individuals served in the military forces of the United States,TRANTIME,"TRANTIME reports the total amount of time, in minutes, that it usually took the respondent to get from home to work last week.",0,N/A,Mean,Average
TRANTIME_VETSTAT_1,ACS Person,VETSTAT,VETSTAT indicates whether individuals served in the military forces of the United States,TRANTIME,"TRANTIME reports the total amount of time, in minutes, that it usually took the respondent to get from home to work last week.",1,Not a veteran,Mean,Average
TRANTIME_VETSTAT_2,ACS Person,VETSTAT,VETSTAT indicates whether individuals served in the military forces of the United States,TRANTIME,"TRANTIME reports the total amount of time, in minutes, that it usually took the respondent to get from home to work last week.",2,Veteran,Mean,Average
UHRSWORK_AGE2_20_39,ACS Person,AGE2,AGE2 is a personal variable that reports the respondent's age in years. AGE2 shows intervals of 10 years.,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",20_39,Ages 20-39,Mean,Average
UHRSWORK_AGE2_40_59,ACS Person,AGE2,AGE2 is a personal variable that reports the respondent's age in years. AGE2 shows intervals of 10 years.,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",40_59,Ages 40-59,Mean,Average
UHRSWORK_AGE2_60_High,ACS Person,AGE2,AGE2 is a personal variable that reports the respondent's age in years. AGE2 shows intervals of 10 years.,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",60_High,Age 60 and older,Mean,Average
UHRSWORK_AGE2_Low_19,ACS Person,AGE2,AGE2 is a personal variable that reports the respondent's age in years. AGE2 shows intervals of 10 years.,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",Low_19,Ages 19 and below,Mean,Average
UHRSWORK_AVAILBLE_0,ACS Person,AVAILBLE,AVAILBLE indicates whether or not persons who did not work during the previous week and were actively seeking a job or planning to open their own business or professional practice,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",0,N/A,Mean,Average
UHRSWORK_AVAILBLE_2,ACS Person,AVAILBLE,AVAILBLE indicates whether or not persons who did not work during the previous week and were actively seeking a job or planning to open their own business or professional practice,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",2,"No, temporarily ill",Mean,Average
UHRSWORK_AVAILBLE_3,ACS Person,AVAILBLE,AVAILBLE indicates whether or not persons who did not work during the previous week and were actively seeking a job or planning to open their own business or professional practice,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",3,"No, other reason(s)",Mean,Average
UHRSWORK_AVAILBLE_4,ACS Person,AVAILBLE,AVAILBLE indicates whether or not persons who did not work during the previous week and were actively seeking a job or planning to open their own business or professional practice,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",4,"Yes, available for work",Mean,Average
UHRSWORK_AVAILBLE_5,ACS Person,AVAILBLE,AVAILBLE indicates whether or not persons who did not work during the previous week and were actively seeking a job or planning to open their own business or professional practice,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",5,Not reported,Mean,Average
UHRSWORK_BPL1_1,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",1,Alabama,Mean,Average
UHRSWORK_BPL1_10,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",10,Delaware,Mean,Average
UHRSWORK_BPL1_11,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",11,District of Columbia,Mean,Average
UHRSWORK_BPL1_12,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",12,Florida,Mean,Average
UHRSWORK_BPL1_13,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",13,Georgia,Mean,Average
UHRSWORK_BPL1_15,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",15,Hawaii,Mean,Average
UHRSWORK_BPL1_16,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",16,Idaho,Mean,Average
UHRSWORK_BPL1_17,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",17,Illinois,Mean,Average
UHRSWORK_BPL1_18,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",18,Indiana,Mean,Average
UHRSWORK_BPL1_19,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",19,Iowa,Mean,Average
UHRSWORK_BPL1_2,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",2,Alaska,Mean,Average
UHRSWORK_BPL1_20,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",20,Kansas,Mean,Average
UHRSWORK_BPL1_21,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",21,Kentucky,Mean,Average
UHRSWORK_BPL1_22,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",22,Louisiana,Mean,Average
UHRSWORK_BPL1_23,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",23,Maine,Mean,Average
UHRSWORK_BPL1_24,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",24,Maryland,Mean,Average
UHRSWORK_BPL1_25,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",25,Massachusetts,Mean,Average
UHRSWORK_BPL1_26,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",26,Michigan,Mean,Average
UHRSWORK_BPL1_27,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",27,Minnesota,Mean,Average
UHRSWORK_BPL1_28,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",28,Mississippi,Mean,Average
UHRSWORK_BPL1_29,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",29,Missouri,Mean,Average
UHRSWORK_BPL1_30,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",30,Montana,Mean,Average
UHRSWORK_BPL1_31,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",31,Nebraska,Mean,Average
UHRSWORK_BPL1_32,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",32,Nevada,Mean,Average
UHRSWORK_BPL1_33,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",33,New Hampshire,Mean,Average
UHRSWORK_BPL1_34,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",34,New Jersey,Mean,Average
UHRSWORK_BPL1_35,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",35,New Mexico,Mean,Average
UHRSWORK_BPL1_36,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",36,New York,Mean,Average
UHRSWORK_BPL1_37,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",37,North Carolina,Mean,Average
UHRSWORK_BPL1_38,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",38,North Dakota,Mean,Average
UHRSWORK_BPL1_39,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",39,Ohio,Mean,Average
UHRSWORK_BPL1_4,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",4,Arizona,Mean,Average
UHRSWORK_BPL1_40,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",40,Oklahoma,Mean,Average
UHRSWORK_BPL1_41,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",41,Oregon,Mean,Average
UHRSWORK_BPL1_42,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",42,Pennsylvania,Mean,Average
UHRSWORK_BPL1_44,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",44,Rhode Island,Mean,Average
UHRSWORK_BPL1_45,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",45,South Carolina,Mean,Average
UHRSWORK_BPL1_46,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",46,South Dakota,Mean,Average
UHRSWORK_BPL1_47,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",47,Tennessee,Mean,Average
UHRSWORK_BPL1_48,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",48,Texas,Mean,Average
UHRSWORK_BPL1_49,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",49,Utah,Mean,Average
UHRSWORK_BPL1_5,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",5,Arkansas,Mean,Average
UHRSWORK_BPL1_50,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",50,Vermont,Mean,Average
UHRSWORK_BPL1_51,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",51,Virginia,Mean,Average
UHRSWORK_BPL1_53,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",53,Washington,Mean,Average
UHRSWORK_BPL1_54,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",54,West Virginia,Mean,Average
UHRSWORK_BPL1_55,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",55,Wisconsin,Mean,Average
UHRSWORK_BPL1_56,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",56,Wyoming,Mean,Average
UHRSWORK_BPL1_57,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",57,Outside the U.S.,Mean,Average
UHRSWORK_BPL1_6,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",6,California,Mean,Average
UHRSWORK_BPL1_8,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",8,Colorado,Mean,Average
UHRSWORK_BPL1_9,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",9,Connecticut,Mean,Average
UHRSWORK_CARPOOL_0,ACS Person,CARPOOL,CARPOOL indicates whether the respondent usually rode to work in a carpool (with at least one other worker) during the previous week.,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",0,N/A,Mean,Average
UHRSWORK_CARPOOL_1,ACS Person,CARPOOL,CARPOOL indicates whether the respondent usually rode to work in a carpool (with at least one other worker) during the previous week.,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",1,Drives alone,Mean,Average
UHRSWORK_CARPOOL_2,ACS Person,CARPOOL,CARPOOL indicates whether the respondent usually rode to work in a carpool (with at least one other worker) during the previous week.,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",2,Carpools,Mean,Average
UHRSWORK_CITIZEN_0,ACS Person,CITIZEN,CITIZEN is a personal variable that reports whether respondents are naturalized citizens or non-citizens.,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",0,N/A,Mean,Average
UHRSWORK_CITIZEN_1,ACS Person,CITIZEN,CITIZEN is a personal variable that reports whether respondents are naturalized citizens or non-citizens.,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",1,Born abroad of American parents,Mean,Average
UHRSWORK_CITIZEN_2,ACS Person,CITIZEN,CITIZEN is a personal variable that reports whether respondents are naturalized citizens or non-citizens.,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",2,Naturalized citizen,Mean,Average
UHRSWORK_CITIZEN_3,ACS Person,CITIZEN,CITIZEN is a personal variable that reports whether respondents are naturalized citizens or non-citizens.,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",3,Not a citizen,Mean,Average
UHRSWORK_CLASSWKR_0,ACS Person,CLASSWKR,CLASSWKR indicates whether respondents worked for their own enterprise(s) or for someone else as employees.,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",0,N/A,Mean,Average
UHRSWORK_CLASSWKR_1,ACS Person,CLASSWKR,CLASSWKR indicates whether respondents worked for their own enterprise(s) or for someone else as employees.,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",1,Self-employed,Mean,Average
UHRSWORK_CLASSWKR_2,ACS Person,CLASSWKR,CLASSWKR indicates whether respondents worked for their own enterprise(s) or for someone else as employees.,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",2,Works for wages,Mean,Average
UHRSWORK_COMMUSE_0,ACS Person,COMMUSE,COMMUSE identifies housing units with a business or medical/dental office on the property.,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",0,N/A,Mean,Average
UHRSWORK_COMMUSE_1,ACS Person,COMMUSE,COMMUSE identifies housing units with a business or medical/dental office on the property.,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",1,No commercial use,Mean,Average
UHRSWORK_COMMUSE_2,ACS Person,COMMUSE,COMMUSE identifies housing units with a business or medical/dental office on the property.,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",2,"Yes, used commercially",Mean,Average
UHRSWORK_DIFFCARE_0,ACS Person,DIFFCARE,DIFFCARE indicates whether respondents have any physical or mental health condition that has lasted at least 6 months,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",0,N/A,Mean,Average
UHRSWORK_DIFFCARE_1,ACS Person,DIFFCARE,DIFFCARE indicates whether respondents have any physical or mental health condition that has lasted at least 6 months,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",1,No,Mean,Average
UHRSWORK_DIFFCARE_2,ACS Person,DIFFCARE,DIFFCARE indicates whether respondents have any physical or mental health condition that has lasted at least 6 months,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",2,Yes,Mean,Average
UHRSWORK_EDUC1_1_8,ACS Person,EDUC1,"EDUC1 is a personal variable that indicates respondents' educational attainment, as measured by the highest year of school or degree completed. Re-coded from original variable into 5 categories.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",1_8,Nursery school to grade 8,Mean,Average
UHRSWORK_EDUC1_9_12,ACS Person,EDUC1,"EDUC1 is a personal variable that indicates respondents' educational attainment, as measured by the highest year of school or degree completed. Re-coded from original variable into 5 categories.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",9_12,Grades 9-12,Mean,Average
